train_loss,train_acc,val_loss,val_acc
1.4875666226736561,0.4078054298642534,1.3161374720545747,0.47493403693931396
1.3876406801232386,0.4468325791855204,1.2727018459491175,0.48021108179419525
1.3622037350322327,0.4502262443438914,1.2096173354377848,0.5408970976253298
1.3037738983447735,0.4852941176470588,1.2920080596350114,0.48021108179419525
1.2893294095993042,0.4841628959276018,1.1186656049184875,0.5804749340369393
1.2761453249875236,0.501131221719457,1.105628841785139,0.5672823218997362
1.2319083693879762,0.5265837104072398,1.1146795369075282,0.5435356200527705
1.1927329005159404,0.5288461538461539,1.134984861577721,0.5910290237467019
1.2241819077487446,0.5203619909502263,1.214378476771956,0.48548812664907653
1.2146651723266186,0.5316742081447964,1.0649611751762733,0.5620052770448549
1.164784371043762,0.5537330316742082,0.9998409323453274,0.6385224274406333
1.150152256046485,0.5576923076923077,0.9881536894549166,0.6358839050131926
1.1243405827569746,0.5673076923076923,0.9863302883812494,0.6517150395778364
1.1120243603827187,0.5622171945701357,0.9698662707547714,0.662269129287599
1.076279635343077,0.5882352941176471,0.9542922322542498,0.6596306068601583
