train_loss,train_acc,val_loss,val_acc
1.5251552411334008,0.377262443438914,1.397540353847997,0.43007915567282323
1.446521433230439,0.4106334841628959,1.4736106049731412,0.40105540897097625
1.3750349374917836,0.4457013574660634,1.2960895133207215,0.47757255936675463
1.3695863458365876,0.46210407239819007,1.2497262709373536,0.5065963060686016
1.3233781551343824,0.49038461538461536,1.1937405704508357,0.5197889182058048
1.3312788764815524,0.4802036199095023,1.3013907331275436,0.43007915567282323
1.3145189716805161,0.48642533936651583,1.6889439280240706,0.40369393139841686
1.265841369175803,0.48642533936651583,1.117722601563446,0.5672823218997362
1.2484578304161313,0.5243212669683258,1.2920551589422302,0.48548812664907653
1.2596768982270186,0.5090497737556561,1.1585153564614168,0.5408970976253298
1.2100536256893728,0.5339366515837104,1.0785954042600767,0.5857519788918206
1.1570482971441691,0.5576923076923077,1.0514138326795874,0.6015831134564644
1.1597671303813812,0.5559954751131222,1.0508410987250094,0.5989445910290238
1.1292661218082203,0.5661764705882353,1.0341266305591312,0.6200527704485488
1.1154814235764932,0.5542986425339367,1.0189553080888412,0.6015831134564644
